question_class,questions,image_id,correct_answer,correct_idx,model_answers,microns_per_pixel,domain,subdomain,modality,submodality,normal_or_abnormal
stain,"['What is the most likely technique used to stain this micrograph? Papanicolaou', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? Ziehl-Neelsen', 'What is the most likely technique used to stain this micrograph? IHC(Red)', 'What is the most likely technique used to stain this micrograph? Giemsa', 'What is the most likely technique used to stain this micrograph? none of the above']",b4123130-8cc4-44ed-b80b-751963c94255,IHC(HDab),1,"{'pred': [1], 'probs': [[1.4130565432424191e-05, 0.9785630106925964, 2.5408834858353657e-07, 0.021356847137212753, 4.546531999949366e-05, 2.0305446014390327e-05]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",2.0,,,,,
modality,"['What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",3185daeb-0c3b-4216-bea6-2744061308ee,light microscopy,0,"{'pred': [0], 'probs': [[0.9993977546691895, 0.0006017489940859377, 8.820161667699722e-08, 4.1974504938480095e-07]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",2.0,,,,,
modality,"['What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",c4a09947-99c6-460f-8e83-96d0f87ae629,light microscopy,1,"{'pred': [1], 'probs': [[1.916132987389574e-06, 0.9999977350234985, 2.0007541934319306e-07, 8.779118587654011e-08]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",2.0,,,,,
domain,"['What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? none of the above']",6d8dface-dc20-47fa-91a5-43811a84780d,pathology,4,"{'pred': [4], 'probs': [[8.236618054269229e-10, 9.265059275342935e-10, 1.5674000986010128e-09, 3.6381748724778618e-09, 1.0, 1.0579012110767394e-09]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,,,,,
submodality,"['What is the most likely microscopy submodality used to acquire this image? synthetic', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? polarized light microscopy', 'What is the most likely microscopy submodality used to acquire this image? darkfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",6da359ff-1c25-4d61-bd99-9249196d523c,brightfield microscopy,1,"{'pred': [1], 'probs': [[5.826023663502156e-09, 0.9999948740005493, 3.9995288716454525e-06, 1.1926377396775933e-07, 9.750140179676237e-07, 2.203243631981877e-08]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",2.0,,,,,
domain,"['What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? none of the above']",1a3f2dd9-482f-4e1b-8787-440608fa185a,pathology,1,"{'pred': [1], 'probs': [[6.9733512297887046e-09, 1.0, 1.8338714991017468e-09, 1.55875810037287e-08, 1.0436834729787847e-09, 2.8675841701186755e-09]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,,,,,
stain,"['What is the most likely technique used to stain this micrograph? Papanicolaou', 'What is the most likely technique used to stain this micrograph? Alcian Blue', 'What is the most likely technique used to stain this micrograph? H&E', 'What is the most likely technique used to stain this micrograph? Basic fuchsin', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? none of the above']",dfa8385e-7b49-4e43-bcf3-bc3aca9727c5,IHC(HDab),4,"{'pred': [4], 'probs': [[9.934639820130542e-05, 1.0082727612825693e-06, 9.601465080777416e-07, 1.0043841029983014e-06, 0.9998894929885864, 8.27510575618362e-06]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",2.0,,,,,
domain,"['What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? none of the above']",3ba7ff32-4da8-46dd-bab1-cf11ee4560f9,pathology,1,"{'pred': [1], 'probs': [[7.082219610765605e-08, 0.9999994039535522, 8.604142465173936e-08, 9.832726277636539e-08, 4.244809659326165e-08, 1.806179454888479e-07]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,,,,,
stain,"['What is the most likely technique used to stain this micrograph? IHC(Red)', 'What is the most likely technique used to stain this micrograph? PAS', 'What is the most likely technique used to stain this micrograph? Congo Red', 'What is the most likely technique used to stain this micrograph? Toluidine Blue', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? none of the above']",103a5bce-4b44-4597-b233-2fee4ff83ba3,IHC(HDab),4,"{'pred': [4], 'probs': [[0.0005619691801257432, 0.0006535663269460201, 5.363509990274906e-05, 3.3059195381213158e-09, 0.9987271428108215, 3.688799324663705e-06]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",2.0,,,,,
submodality,"['What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? differential interference contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? darkfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? polarized light microscopy', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",b62e1320-4b74-456b-8773-f73a75e9ccd3,brightfield microscopy,4,"{'pred': [4], 'probs': [[2.1680962163372897e-05, 1.193409730149142e-06, 1.3689616025658324e-05, 8.521211384504568e-06, 0.9999548196792603, 6.90081165544143e-08]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",2.0,,,,,
