question_type,questions,image_id,correct_answer,correct_idx,model_answers,microns_per_pixel,domain,subdomain,modality,submodality,normal_or_abnormal
classification,"['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? none of the above']",9b06ab63-3f62-4242-900c-72c4804e418d,not chronic heart failure,1,"{'pred': [1], 'probs': [[0.2964094877243042, 0.6360253095626831, 0.0675651878118515]], 'pred_prompt': ['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure']}",2.0,,,,,
classification,"['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? none of the above']",adecede6-3a64-4634-be1a-20364b632c3e,chronic heart failure,1,"{'pred': [1], 'probs': [[0.443647176027298, 0.47539234161376953, 0.08096044510602951]], 'pred_prompt': ['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? chronic heart failure']}",2.0,,,,,
classification,"['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? none of the above']",a872b7ee-869d-457c-85dd-2ef7140aedf7,chronic heart failure,1,"{'pred': [0], 'probs': [[0.6371213793754578, 0.29850345849990845, 0.0643751472234726]], 'pred_prompt': ['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure']}",2.0,,,,,
classification,"['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? none of the above']",7f2fe92e-c613-40b5-9b63-e62cb043eb75,not chronic heart failure,0,"{'pred': [0], 'probs': [[0.593978226184845, 0.3872675895690918, 0.01875419355928898]], 'pred_prompt': ['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure']}",2.0,,,,,
classification,"['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? none of the above']",cd89bd58-5c04-4fbd-a525-46323dc83fad,chronic heart failure,1,"{'pred': [0], 'probs': [[0.5788968801498413, 0.41527804732322693, 0.005825026426464319]], 'pred_prompt': ['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure']}",2.0,,,,,
classification,"['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? none of the above']",593e3c11-705e-405d-baa4-df5a4d035eaa,not chronic heart failure,1,"{'pred': [1], 'probs': [[0.31522566080093384, 0.6242736577987671, 0.060500647872686386]], 'pred_prompt': ['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure']}",2.0,,,,,
classification,"['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? none of the above']",a080c11f-78c5-47e3-a845-52854dcf4a2d,not chronic heart failure,0,"{'pred': [0], 'probs': [[0.5551573634147644, 0.4210176169872284, 0.023825058713555336]], 'pred_prompt': ['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure']}",2.0,,,,,
classification,"['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? none of the above']",f2cf31dd-814d-463f-8daa-7470de74f696,not chronic heart failure,0,"{'pred': [0], 'probs': [[0.7491120100021362, 0.2337592989206314, 0.017128629609942436]], 'pred_prompt': ['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure']}",2.0,,,,,
classification,"['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? none of the above']",3fe77790-d999-42b7-968d-000bbc35ef0a,chronic heart failure,1,"{'pred': [0], 'probs': [[0.6676645278930664, 0.31463858485221863, 0.01769687421619892]], 'pred_prompt': ['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure']}",2.0,,,,,
classification,"['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? chronic heart failure', 'H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? none of the above']",789e0321-0542-416f-a916-c5fcacd42a93,chronic heart failure,1,"{'pred': [0], 'probs': [[0.5144979357719421, 0.4252616763114929, 0.060240425169467926]], 'pred_prompt': ['H&E stained light micrograph of human cardiac tissue. Based on the image, what is the most likely clinical chronic heart diagnosis? not chronic heart failure']}",2.0,,,,,
